url,category_code,category_description,date_added,source,notes
http://www.moea.gov.tw/MNS/populace/home/Home.aspx,GOVT,Government,2017-08-26,OONI partner,
https://www.mof.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
http://www.mofa.gov.tw/default.html,GOVT,Government,2017-08-26,OONI partner,
https://www.mohw.gov.tw/mp-1.html,GOVT,Government,2017-08-26,OONI partner,
http://www.moi.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
https://www.moj.gov.tw/mp001.html,GOVT,Government,2017-08-26,OONI partner,
http://www.mol.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
https://www.molome.tw/,GAME,Gaming,2017-08-26,OONI partner,
https://www.momoshop.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
https://www.most.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
http://www.motc.gov.tw/ch/index.jsp,GOVT,Government,2017-08-26,OONI partner,
https://www.muzik-online.com/tw/,CULTR,Culture,2017-08-26,OONI partner,
http://www.my-fresh.com/,COMM,E-commerce,2017-08-26,OONI partner,       
https://www.myfone.com.tw/buy/,COMM,E-commerce,2017-08-26,OONI partner,
https://www.mymusic.net.tw/ux/w/product?gclid=EAIaIQobChMIncLctf7p1QIVVoC9Ch3EkA77EAAYASAAEgJkX_D_BwE,CULTR,Culture,2017-08-26,OONI partner,
https://www.ncc.gov.tw/chinese/index.aspx,GOVT,Government,2017-08-26,OONI partner,
https://www.ndc.gov.tw/RSS.aspx,GOVT,Government,2017-08-26,OONI partner,
http://www.newegg.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.newsmarket.com.tw/,NEWS,News Media,2017-08-26,OONI partner,
https://www.newsmarket.com.tw/shop/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.nftu.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.nhrm.gov.tw/home,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.niusnews.com/,NEWS,News Media,2017-08-26,OONI partner,
https://www.nownews.com/,NEWS,News Media,2017-08-26,OONI partner,
http://www.nsb.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
http://www.ntdtv.com/indexb5.html,NEWS,News Media,2017-08-26,OONI partner,
http://www.nylon.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.ocac.gov.tw/ocac/,GOVT,Government,2017-08-26,OONI partner,
http://www.omg.com.tw/,GAME,Gaming,2017-08-26,OONI partner,
http://www.organicshops.cc/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.payeasy.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.pct.org.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
http://www.peanutsdaily.com/,NEWS,News Media,2017-08-25,OONI,
http://www.peoplenews.tw/,NEWS,News Media,2017-08-26,OONI partner,
http://www.peopo.org/,NEWS,News Media,2017-08-26,OONI partner,
http://www.pilio.idv.tw/ltohk/list.asp,GMB,Gambling,2017-08-25,OONI partner,
https://www.pixnet.net/album,MMED,Media sharing,2017-08-26,OONI partner,
https://www.pixnet.net/blog,HOST,Hosting and Blogging Platforms,2017-08-26,OONI partner,
http://www.playmusic.tw/,CULTR,Culture,2017-08-26,OONI partner,
http://www.president.gov.tw/,GOVT,Government,2017-08-26,OONI partner,
https://www.ptt.cc/bbs/HatePolitics/index.html,POLR,Political Criticism,2017-08-26,OONI partner,
https://www.ptt.cc/bbs/index.html,GRP,Social Networking,2017-08-25,OONI partner,
http://www.pubgame.tw/,GAME,Gaming,2017-08-26,OONI partner,
http://www.puredise.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,    
https://www.rakuten.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.ruten.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.sanching.org.tw/,REL,Religion,2017-08-26,OONI partner,
http://www.santacruz.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.savesafe.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.setn.com/,NEWS,News Media,2017-08-26,OONI partner,
http://www.sina.com.tw/,SRCH,Search Engines,2017-08-26,OONI partner,
http://www.singlebank.com.tw/,DATE,Online Dating,2017-08-25,OONI partner,
http://www.softstar.com.tw/,GAME,Gaming,2017-08-26,OONI partner,
http://www.songyy.org.tw/,XED,Sex Education,2017-08-26,OONI partner,
http://www.southnews.com.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
https://www.sow.org.tw/,ENV,Environment,2017-08-26,OONI partner,
https://www.sportslottery.com.tw/zh/web/guest/home,GMB,Gambling,2017-08-25,OONI partner,
https://www.spotify.com/tw/,CULTR,Culture,2017-08-26,OONI partner,
http://www.storm.mg/,NEWS,News Media,2017-08-26,OONI partner,
http://www.superbuy.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,        
http://www.t-ch.com.tw/index.htm,DATE,Online Dating,2017-08-25,OONI partner,
https://www.taaze.tw/index.html,CULTR,Culture,2017-08-26,OONI partner,
http://www.taedp.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
https://twinnocenceproject.org/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
https://www.tahr.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.tahri.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.taipeisoir.net/,NEWS,News Media,2017-08-25,OONI,
http://www.taipeitimes.com/,NEWS,News Media,2017-08-25,OONI,
http://www.taise.org.tw/,ENV,Environment,2017-08-26,OONI partner,
http://www.taiwandaily.net/,NEWS,News Media,2017-08-25,OONI,
http://www.taiwanhot.net/,NEWS,News Media,2017-08-26,OONI partner,
http://www.taiwanhrj.org/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.taiwanlottery.com.tw/,GMB,Gambling,2017-08-25,OONI partner,
http://www.taiwannation.org.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
http://www.taiwannews.com.tw/,NEWS,News Media,2017-08-25,OONI,
http://www.taiwantna.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
http://www.taiwantoday.tw/,NEWS,News Media,2017-08-25,OONI,
http://www.taiwantrc.org/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.taiwanwatch.org.tw/,ENV,Environment,2017-08-26,OONI partner,
http://www.tasgep.org.tw/,ENV,Environment,2017-08-26,OONI partner,
http://www.tba.org.tw/index.asp,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.tbj.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.teepr.com/,NEWS,News Media,2017-08-26,OONI partner,
http://www.tepu.org.tw/,ENV,Environment,2017-08-26,OONI partner,
http://www.terppa.org/,ENV,Environment,2017-08-26,OONI partner,
http://www.tfrd.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.tgeea.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.thenewslens.com/,NEWS,News Media,2017-08-25,OONI,
http://www.thofood.com/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.titv.org.tw/,NEWS,News Media,2017-08-26,OONI partner,
http://www.tiwa.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.tkec.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.tmitrail.org.tw/,ENV,Environment,2017-08-26,OONI partner,
http://www.top1game.com/,GAME,Gaming,2017-08-26,OONI partner,
http://www.toptoon.com.tw/,CULTR,Culture,2017-08-26,OONI partner,
http://www.treemall.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.tssdnews.com.tw/,NEWS,News Media,2017-08-25,OONI,
http://www.tsu.org.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
http://www.tt-play.com/,GAME,Gaming,2017-08-26,OONI partner,
http://www.ttv.com.tw/,NEWS,News Media,2017-08-25,OONI,
http://www.ttv.com.tw/news/,NEWS,News Media,2017-08-26,OONI partner,
http://www.tunaking.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.tv889.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.tvbs.com.tw/,NEWS,News Media,2017-08-26,OONI partner,
http://www.twba.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.twdem.org/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
http://www.twfeminist.org/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
https://www.twreporter.org/,NEWS,News Media,2017-08-26,OONI partner,
http://www.u-mall.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
https://www.upmedia.mg/,NEWS,News Media,2017-08-26,OONI partner,
http://www.ustv.com.tw/UstvMedia/,NEWS,News Media,2017-08-26,OONI partner,
https://www.vivatv.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
https://www.warnermusic.com.tw/,CULTR,Culture,2017-08-26,OONI partner,
http://www.wasabii.com.tw/,GAME,Gaming,2017-08-26,OONI partner,
https://www.wayi.com.tw/index.aspx,GAME,Gaming,2017-08-26,OONI partner,
https://www.wegames.com.tw/,GAME,Gaming,2017-08-26,OONI partner,
http://www.wetrees.org/,ENV,Environment,2017-08-26,OONI partner,
https://www.whatsyourprice.com/tw/,DATE,Online Dating,2017-08-25,OONI partner,
https://www.withheart.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
https://www.wonderfulfood.com.tw/,COMM,E-commerce,2017-08-26,OONI partner,
http://www.wufi.org.tw/,MILX,Terrorism and Militants,2017-08-26,OONI partner,
https://www.yam.com/,SRCH,Search Engines,2017-08-26,OONI partner,
https://www.yooho.com.tw/shop.php,COMM,E-commerce,2017-08-26,OONI partner,    
http://www.youthrights.org.tw/,HUMR,Human Rights Issues,2017-08-26,OONI partner,
https://www.youtube.com/?hl=zh-TW&gl=TW,MMED,Media sharing,2017-08-26,OONI partner,
https://www.yuelaobank.com/about_date,DATE,Online Dating,2017-08-25,OONI partner,
http://www.zoanow.com/2015/02/blog-post_27.html,DATE,Online Dating,2017-08-25,OONI partner,
https://www.zoosk.com/zh-tw/,DATE,Online Dating,2017-08-25,OONI partner,
https://zh-yue.wikipedia.org/,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
http://zh.daoinfo.org/wiki/%E9%A6%96%E9%A0%81,REL,Religion,2017-08-26,OONI partner,
http://zh.globalvoicesonline.org/hant/,NEWS,News Media,2017-08-26,OONI partner,
https://zh.wikisource.org/,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
https://zh.wiktionary.org/,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
http://zh.wildatheart.org.tw/,ENV,Environment,2017-08-26,OONI partner,
https://www.cdc.gov.tw/,PUBH,Public Health,2020-04-01,citizenlab,coronavirus
https://ocf.tw/,HUMR,Human Rights Issues,2023-08-29,test-lists.ooni.org contribution,
